sort,id,parent,scheme,context,domain,property,skos_exactMatch,rdfs_comment_en,skos_prefLabel_en,skos_altLabel_en,skos_hiddenLabel_en,skos_prefLabel_de,skos_altLabel_de,skos_prefLabel_fr,skos_altLabel_fr,skos_prefLabel_it,skos_altLabel_it,skos_definition_en
467,http://vocab.performing-arts.ch/muhkf,http://vocab.performing-arts.ch/muawx,False,Activity,,,rdaa:P50077,equivalent in SPA Data Model: is puppeteer of,puppet show,,,Puppenspiel,,spectacle de marionnettes,,spettacolo di marionette,,
468,http://vocab.performing-arts.ch/muacs,http://vocab.performing-arts.ch/muawx,False,Activity,,,rdaa:P50081,equivalent in SPA Data Model: is narrator of,narration,,,Erzählung,,conte,,racconto,,
469,http://vocab.performing-arts.ch/mumnc,http://vocab.performing-arts.ch/muawx,False,Activity,,,rdaa:P50076,equivalent in SPA Data Model: is moderator of,moderation,,,Moderation,,modération,,moderazione,,
470,http://vocab.performing-arts.ch/mufif,http://vocab.performing-arts.ch/muhti,False,Activity,,,rdaa:P50296,equivalent in SPA Data Model: is audio engineer of,audio engineering,,,Tontechnik,,technique audio,,tecnica del suono,,
471,http://vocab.performing-arts.ch/muhti,http://vocab.performing-arts.ch/mu,False,Activity,,,rdaa:P50158,equivalent in SPA Data Model: is recording engineer of,recording engineering,,,Aufnahmetechnik,,technique enregistrement,,tecnica di registrazione,,
472,http://vocab.performing-arts.ch/mueeb,http://vocab.performing-arts.ch/mu,False,Activity,,,rdaa:P50160,equivalent in SPA Data Model: is recordist of,recording,,,Aufnahme,,enregitrement,,registrazione,,
473,http://vocab.performing-arts.ch/mujig,http://vocab.performing-arts.ch/mueeb,False,Activity,,,,equivalent in SPA Data Model: is camera operator of,camera operation,,,Kameraführung,,guidage caméra,,gestione della macchina da presa,,
474,http://vocab.performing-arts.ch/muiqu,http://vocab.performing-arts.ch/mu,False,Activity,,,rdaa:P50183,equivalent in SPA Data Model: is editor of moving image work of,editing of moving image work,,,Schnitt,Bildschnitt,montage,,montaggio,,
475,http://vocab.performing-arts.ch/mudat,http://vocab.performing-arts.ch/mu,False,Activity,,,,,oeil extérieur,,,dramaturgische Begleitung,œil extérieur,œil extérieur,oeil extérieur,occhio esterno,,
476,http://vocab.performing-arts.ch/mugup,http://vocab.performing-arts.ch/mu,False,Activity,,,,,trainer,coach,,Trainer,,entraîneur,,preparatore,,
477,http://vocab.performing-arts.ch/munuj,http://vocab.performing-arts.ch/mu,False,Activity,,,rdaa:P50161,equivalent in SPA Data Model: is contributer of,contribution,,,Beitrag,,contribution,,contributo,,
478,http://vocab.performing-arts.ch/mujfv,http://vocab.performing-arts.ch/mu,False,Activity,,,,,management,,,Management,,management,,management,gestione; amministrazione,
479,http://vocab.performing-arts.ch/mukzi,http://vocab.performing-arts.ch/mu,False,Activity,,,,,guest performance,,,Gastauftritt,,artiste invité,,spettacolo ospite,,
480,http://vocab.performing-arts.ch/lg,,True,Work,rico:RecordResource,rico:language,,,language,,,Sprache,,,,,,
481,http://vocab.performing-arts.ch/lgfra,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:fra; wd:Q150,,French,,,Französisch,,français,,francese,,
482,http://vocab.performing-arts.ch/lgdeu,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:deu; wd:Q188,,German,,,Deutsch,,allemand,,tedesco,,
483,http://vocab.performing-arts.ch/lgita,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:ita; wd:Q652,,Italian,,,Italienisch,,italien,,italiano,,
484,http://vocab.performing-arts.ch/lgeng,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:eng; wd:Q1860,,English,,,Englisch,,anglais,,inglese,,
485,http://vocab.performing-arts.ch/lggsw,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:gsw; wd:Q387066,,Swiss German,,,Schweizerdeutsch,,suisse allemand,,svizzero tedesco,,
486,http://vocab.performing-arts.ch/lgroh,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:roh; wd:Q13199,,Romansh,,,Rätoromanisch,,rhéto-roman,,romancio,,
487,http://vocab.performing-arts.ch/lgitt,http://vocab.performing-arts.ch/lgita,False,Work,,,wd:Q672147,,Swiss Italian,,,Schweizer Italienisch,,italien suisse,,lingua italiana in Svizzera,,
488,http://vocab.performing-arts.ch/lgfrc,http://vocab.performing-arts.ch/lgfra,False,Work,,,wd:Q1480152,,Swiss French,,,Schweizer Französisch,,français suisse,,lingua francese in Svizzera,,
489,http://vocab.performing-arts.ch/lgalb,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:alb,,Albanian,,,Albanisch,,albanais,,albanese,,
490,http://vocab.performing-arts.ch/lgals,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:gsw,,Alsatian,,,Elsässisch,,alsacien,,alsaziano,,
491,http://vocab.performing-arts.ch/lgara,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:ara; wd:Q13955,,Arabic,,,Arabisch,,arabe,,arabo,,
492,http://vocab.performing-arts.ch/lgarm,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:arm,,Armenian,,,Armenisch,,armémien,,armeno,,
493,http://vocab.performing-arts.ch/lgbam,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:bam,,Bambara,,,Bambara,,bambara,,bambara,,
494,http://vocab.performing-arts.ch/lgbos,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:bos,,Bosnian,,,Bosnisch,,bosniaque,,bosniaco,,
495,http://vocab.performing-arts.ch/lgbul,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:bul,,Bulgarian,,,Bulgarisch,,bulgare,,bulgaro,,
496,http://vocab.performing-arts.ch/lgces,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:ces; wd:Q9056,,Czech,,,Tschechisch,,tchèque,,ceco,,
497,http://vocab.performing-arts.ch/lgchi,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:chi,,Chinese,Cantonese,,Chinesisch,Kantonesisch,chinois,,cinese,,
498,http://vocab.performing-arts.ch/lgdan,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:dan,,Danish,,,Dänisch,,danois,,danese,,
499,http://vocab.performing-arts.ch/lgdut,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:dut; wd:Q7411,,Dutch,Flemish,,Niederländisch,,néerlandais,flamand,olandese,,
500,http://vocab.performing-arts.ch/lgell,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:ell,,Greek,Modern Greek,,Griechisch,,grec moderne,,greco moderno,,
501,http://vocab.performing-arts.ch/lgest,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:est,,Estonian,,,Estnisch,,estonien,,estone,,
502,http://vocab.performing-arts.ch/lgfao,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:fao,,Faroese,,,Färöisch,,féroïen,,faroese,,
503,http://vocab.performing-arts.ch/lgfas,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:fas,,Persian,Farsi,,Farsi,,persan,,farsi,,
504,http://vocab.performing-arts.ch/lgfin,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:fin,,Finnish,,,Finnisch,,finnois,,finlandese,,
505,http://vocab.performing-arts.ch/lgfur,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:fur,,Friulian,Friulan,,Friaulisch,Furlanisch,frioulan,,friulano,,
506,http://vocab.performing-arts.ch/lggrn,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:grn,,Guarani,Paraguayan Guarani,,Guaraní,,guarani,,guarani,,
507,http://vocab.performing-arts.ch/lghbo,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-3:hbo,,Old Hebrew,,,Althebräisch,,hébreu ancien,,ebraico antico,,
508,http://vocab.performing-arts.ch/lgheb,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:heb,,Hebrew,,,Hebräisch,,hébreu,,ebraico,,
509,http://vocab.performing-arts.ch/lghin,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:hin,,Hindi,,,Hindi,,hindi,,hindi,,
510,http://vocab.performing-arts.ch/lghrv,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:hrv,,Croatian,,,Kroatisch,,croate,,croato,,
511,http://vocab.performing-arts.ch/lghun,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:hun; wd:Q9067,,Hungarian,,,Ungarisch,,hongrois,,ungherese,,
512,http://vocab.performing-arts.ch/lgice,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:ice; wd:Q294,,Icelandic,,,Isländisch,,islandais,,islandese,,
513,http://vocab.performing-arts.ch/lgind,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:ind,,Indonesian,,,Indonesisch,,indonésien,,indonesiano,,
514,http://vocab.performing-arts.ch/lgjap,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:jap; wd:Q5287,,Japanese,,,Japanisch,,japonais,,giapponese,,
515,http://vocab.performing-arts.ch/lgkor,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:kor,,Korean,,,Koreanisch,,coréen,,coreano,,
516,http://vocab.performing-arts.ch/lgkur,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:kur,,Kurdish,,,Kurdisch,,kurde,,curdo,,
517,http://vocab.performing-arts.ch/lglat,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:lat,,Latin,,,Latein,,latin,,latino,,
518,http://vocab.performing-arts.ch/lglav,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:lav,,Latvian,,,Lettisch,,letton,,lettone,,
519,http://vocab.performing-arts.ch/lglin,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:lin,,Lingala,,,Lingala,,lingala,,lingala,,
520,http://vocab.performing-arts.ch/lglit,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:lit,,Lithuanian,,,Litauisch,,lituatien,,lituano,,
521,http://vocab.performing-arts.ch/lgmao,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:mao,,Maori,,,Maori,,māori,,maori,,
522,http://vocab.performing-arts.ch/lgmlg,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:mlg,,Malagasy,,,Malagasy,Malagassi,malgache,,malgascio,,
523,http://vocab.performing-arts.ch/lgmnd,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:chi,,Mandarin,,,Mandarin,,mandarin,,mandarino,cinese mandarino,
524,http://vocab.performing-arts.ch/lgmos,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:mos,,Mossi,Mòoré,,Mòoré,Moore,moré,Mòoré,more,,
525,http://vocab.performing-arts.ch/lgnor,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:nor;wd:Q9043,,Norwegian,,,Norwegisch,,norvégien,,norvegese,,
526,http://vocab.performing-arts.ch/lgnno,http://vocab.performing-arts.ch/lgnor,False,Work,,,iso639-2:nno;wd:Q25164,,Norwegian Nynorsk,New Norwegian,,Norwegisch (Nynorsk),Neunorwegisch,norvégien nynorsk,néo-norvégien,norvegese nynorsk,neonorvegese,
527,http://vocab.performing-arts.ch/lgnob,http://vocab.performing-arts.ch/lgnor,False,Work,,,iso639-2:nob;wd:Q25167,,Norwegian Bokmål,,,Norwegisch (Bokmål),,norvégien bokmål,,norvegese bokmål,,
528,http://vocab.performing-arts.ch/lgnou,http://vocab.performing-arts.ch/lg,False,Work,,,wd:Q3344819,,Nouchi,Noussi,,Nouchi,Noussi,nouchi,Noussi,nouchi,noussi,
529,http://vocab.performing-arts.ch/lgoci,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:oci,,Occitan,,,Okzitanisch,,occitan,,occitano,,
530,http://vocab.performing-arts.ch/lgpol,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:pol; wd:Q809,,Polish,,,Polnisch,,polonais,,polacco,,
531,http://vocab.performing-arts.ch/lgpor,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:por; wd:Q5146,,Portuguese,,,Portugiesisch,,portugais,,portoghese,,
532,http://vocab.performing-arts.ch/lgrum,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:rum,,Romanian,,,Rumänisch,,roumain,,rumeno,romeno,
533,http://vocab.performing-arts.ch/lgrus,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:rus; wd:Q7737,,Russian,,,Russisch,,russe,,russo,,
534,http://vocab.performing-arts.ch/lgsan,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:san,,Sanskrit,,,Sanskrit,,sanskrit,,sanscrito,,
535,http://vocab.performing-arts.ch/lgsgn,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:sgn;wd:Q34228,,sign language,,,Gebärdensprache,,langue des signes	,,lingua dei segni,,
536,http://vocab.performing-arts.ch/lgslv,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:slv; wd:Q9063,,Slovene,,,Slowenisch,,slovène,,sloveno,,
537,http://vocab.performing-arts.ch/lgspa,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:spa; wd:Q1321,,Spanish,,,Spanisch,,espagnol,,spagnolo,,
538,http://vocab.performing-arts.ch/lgsrp,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:srp,,Serbian,,,Serbisch,,serbe,,serbo,,
539,http://vocab.performing-arts.ch/lgswa,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:swa,,Swahili,Kiswahili,,Swahili,Suaheli,swahili,,swahili,,
540,http://vocab.performing-arts.ch/lgswe,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:swe; wd:Q9027,,Swedish,,,Schwedisch,,suédois,,svedese,,
541,http://vocab.performing-arts.ch/lgtam,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:tam,,Tamil,,,Tamil,Tamilisch,tamoul,,tamil,,
542,http://vocab.performing-arts.ch/lgtha,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:tha,,Thai,,,Thai,,thaï,,tailandese,,
543,http://vocab.performing-arts.ch/lgtuk,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:tuk,,Turkmen,,,Turkmenisch,,turkmène,,turcmeno,,
544,http://vocab.performing-arts.ch/lgtur,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:tur,,Turkish,,,Türkisch,,turc,,turco,,
545,http://vocab.performing-arts.ch/lgukr,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:ukr,,Ukrainian,,,Ukrainisch,,ukrainien,,ucraino,,
546,http://vocab.performing-arts.ch/lgvie,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:vie,,Vietnamese,,,Vietnamesisch,,vietnamien,,vietnamita,,
547,http://vocab.performing-arts.ch/lgwen,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:wen,,Sorbian languages,,,Sorbische Sprachen,,langues sorabe,,lingue lusaziane,,
548,http://vocab.performing-arts.ch/lgxho,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:xho,,Xhosa,isiXhosa,,Xhosa,isiXhosa,xhosa,,xhosa,,
549,http://vocab.performing-arts.ch/lgyid,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:yid,,Yiddish,,,Jiddisch,,yiddish,,yiddish,,
550,http://vocab.performing-arts.ch/lgzza,http://vocab.performing-arts.ch/lg,False,Work,,,iso639-2:zza,,Zaza,,,Zaza,Zazaisch,zazaki,,zazaki,,
551,http://vocab.performing-arts.ch/ct,,True,Date,rico:Date,rico:certainty,,,certainty,,,Sicherheit,,certitude,,certezza,,
552,http://vocab.performing-arts.ch/ctcrt,http://vocab.performing-arts.ch/ct,False,Date,,,,,certain,,,sicher,,certain,,sicuro,,
553,http://vocab.performing-arts.ch/ctprb,http://vocab.performing-arts.ch/ct,False,Date,,,,,probable,,,wahrscheinlich,,probablement,,probabilmente,,
554,http://vocab.performing-arts.ch/ctddd,http://vocab.performing-arts.ch/ct,False,Date,,,,,deduced date,,,abgeleitetes Datum,,date déduite,,data dedotta,,
555,http://vocab.performing-arts.ch/ctuct,http://vocab.performing-arts.ch/ct,False,Date,,,,,uncertain,,,unsicher,,incertain,,incerto,,
556,http://vocab.performing-arts.ch/dq,,True,Date,rico:Date,rico:dateQualifier,,,date qualifier,,,Datumskennzeichen,,qualificatif de date,,data qualificatore,,
557,http://vocab.performing-arts.ch/dqext,http://vocab.performing-arts.ch/dq,False,Date,,,,,exact,,,exakt,,exact,,esatto,,
558,http://vocab.performing-arts.ch/dqcrc,http://vocab.performing-arts.ch/dq,False,Date,,,,,circa,,,circa,,circa,,circa,,
559,http://vocab.performing-arts.ch/dqdrg,http://vocab.performing-arts.ch/dq,False,Date,,,,,during,,,während,,pendant,,durante,,
560,http://vocab.performing-arts.ch/et,,True,Event,rico:Event,rico:hasEventType,,,event type,,,Ergeignisart,,,,,,
561,http://vocab.performing-arts.ch/etmoc,http://vocab.performing-arts.ch/et,False,Event,,,aat:300417634,,methods of acquisition,,,Eingangsart,,type d'acquisition,,,,
562,http://vocab.performing-arts.ch/etpur,http://vocab.performing-arts.ch/etmoc,False,Event,,,aat:300417642,,purchase,,,Ankauf,,achat,,,,
563,http://vocab.performing-arts.ch/etdon,http://vocab.performing-arts.ch/etmoc,False,Event,,,aat:300417638,,donation,,,Schenkung,,donation,,,,
564,http://vocab.performing-arts.ch/etloa,http://vocab.performing-arts.ch/etmoc,False,Event,,,aat:300417645,,loan,,,Leihgabe,,dépôt,,,,
565,http://vocab.performing-arts.ch/etbeq,http://vocab.performing-arts.ch/etmoc,False,Event,,,aat:300417641,,bequest,,,Legat,,legs,,,,
566,http://vocab.performing-arts.ch/etcpa,http://vocab.performing-arts.ch/etmoc,False,Event,,,,,copy created by archive,,,Kopie erstellt durch Archiv,,copie créée par l'archive,,,,
567,http://vocab.performing-arts.ch/etopd,http://vocab.performing-arts.ch/etmoc,False,Event,,,,,own production,,,Eigenproduktion,,production interne,,,,
568,http://vocab.performing-arts.ch/ar,,True,File,premis:File,ebucore:aspectRatio,,,aspect ratio,,,,,,,,,
569,http://vocab.performing-arts.ch/aranm,http://vocab.performing-arts.ch/ar,False,File,,,http://id.loc.gov/vocabulary/maspect/ana,,anamorphic,,,,,,,,,
570,http://vocab.performing-arts.ch/arwsc,http://vocab.performing-arts.ch/ar,False,File,,,http://id.loc.gov/vocabulary/maspect/wide,,wide screen,,,,,,,,,
571,http://vocab.performing-arts.ch/arplb,http://vocab.performing-arts.ch/ar,False,File,,,,,pillarboxed,,,,,,,,,
572,http://vocab.performing-arts.ch/arltb,http://vocab.performing-arts.ch/ar,False,File,,,http://id.loc.gov/vocabulary/maspect/letbox,,letterboxed,,,,,,,,,
573,http://vocab.performing-arts.ch/arfsc,http://vocab.performing-arts.ch/ar,False,File,,,http://id.loc.gov/vocabulary/maspect/full,,full screen,,,,,,,,,
574,http://vocab.performing-arts.ch/tp,,True,Record Resource,rico:RecordResource,spao:hasTermOfProtection,,,term of protection,,,Schutzfristkategorie,,,,,,
575,http://vocab.performing-arts.ch/tpunk,http://vocab.performing-arts.ch/tp,False,Record Resource,,,,,unknown,,,unbekannt,,,,,,
576,http://vocab.performing-arts.ch/tpeop,http://vocab.performing-arts.ch/tp,False,Record Resource,,,,,end of period,,,Zeitraumende,,,,,,
577,http://vocab.performing-arts.ch/pm,,True,Record Resource,rico:RecordResource,spao:hasPermission,,,permission,,,Bewilligung,,,,,,
578,http://vocab.performing-arts.ch/pmarc,http://vocab.performing-arts.ch/pm,False,Record Resource,,,,,archivist,,,Archivar,,archiviste,,,,
579,http://vocab.performing-arts.ch/pmprv,http://vocab.performing-arts.ch/pm,False,Record Resource,,,,,provenance,,,Provenienz,,provenance,,,,
580,http://vocab.performing-arts.ch/pmnon,http://vocab.performing-arts.ch/pm,False,Record Resource,,,,,none,,,keine,,aucune,,,,
581,http://vocab.performing-arts.ch/ac,,True,Record Resource,rico:RecordResource,spao:hasAccessability,,,accessability,,,Zugänglichkeit,,,,,,
582,http://vocab.performing-arts.ch/acstf,http://vocab.performing-arts.ch/ac,False,Record Resource,,,,,staff,,,Mitarbeitende,,collaborateurs,,,,
583,http://vocab.performing-arts.ch/acpbc,http://vocab.performing-arts.ch/ac,False,Record Resource,,,,,public,,,öffentlich,,publique,,,,
584,http://vocab.performing-arts.ch/pu,,True,Record Resource,rico:RecordResource,spao:hasPhysicalUsability,,,physical usability,,,Physische Benutzbarkeit,,,,,,
585,http://vocab.performing-arts.ch/puurs,http://vocab.performing-arts.ch/pu,False,Record Resource,,,,,unrestricted,,,uneingeschränkt,,sans restriction,,,,
586,http://vocab.performing-arts.ch/pures,http://vocab.performing-arts.ch/pu,False,Record Resource,,,,,restricted,,,eingeschränkt,,restreinte,,,,
587,http://vocab.performing-arts.ch/punps,http://vocab.performing-arts.ch/pu,False,Record Resource,,,,,not possible,,,nicht möglich,,impossible,,,,
