sort,id,parent,scheme,context,domain,property,skos_exactMatch,rdfs_comment_en,skos_prefLabel_en,skos_altLabel_en,skos_hiddenLabel_en,skos_prefLabel_de,skos_altLabel_de,skos_prefLabel_fr,skos_altLabel_fr,skos_prefLabel_it,skos_altLabel_it,skos_definition_en
144,http://vocab.performing-arts.ch/hlosp,http://vocab.performing-arts.ch/hlamu,False,Work,,,,,German language premiere,,,Deutschsprachige Erstaufführung,,première en allemand,,prima in lingua tedesca,,
145,http://vocab.performing-arts.ch/hlboj,http://vocab.performing-arts.ch/hlamu,False,Work,,,,,French language premiere,,,Französischsprachige Erstaufführung,,première en français,,prima in lingua francese,,
146,http://vocab.performing-arts.ch/hlchl,http://vocab.performing-arts.ch/hlamu,False,Work,,,,,Italian language premiere,,,Italienischsprachige Erstaufführung,,première en italien,,prima in lingua italiana,,
147,http://vocab.performing-arts.ch/hltwd,http://vocab.performing-arts.ch/hl,False,Work,,,,,restaging,,,Neuinszenierung,,nouvelle mise en scène,,nuovo allestimento,nuova messinscena,
148,http://vocab.performing-arts.ch/hlprv,http://vocab.performing-arts.ch/hl,False,Work,,,,,revival,,,Wiederaufnahme,,reprise,,ripresa,,
149,http://vocab.performing-arts.ch/hlepi,http://vocab.performing-arts.ch/hl,False,Work,,,,,guest performance,,,Gastspiel,,spectacle invité,,produzione ospite,,
150,http://vocab.performing-arts.ch/hlyjh,http://vocab.performing-arts.ch/hl,False,Work,,,,,matinee,,,Matinee,,matinée,,matinée,,
151,http://vocab.performing-arts.ch/hlvtx,http://vocab.performing-arts.ch/hl,False,Work,,,,,dernière,,,Dernière,,dernière,,dernière,,
152,http://vocab.performing-arts.ch/rg,,True,Work,frbroo:F26_Recording,crm:P2_has_type,,,recording genre,,,,,,,,,
153,http://vocab.performing-arts.ch/rgssr,http://vocab.performing-arts.ch/rg,False,Work,,,,,stage or studio recording,,,Bühnen- und Studioaufzeichnung,,enregistrement sur scène et en studio,,,,
154,http://vocab.performing-arts.ch/rgrhr,http://vocab.performing-arts.ch/rg,False,Work,,,,,rehearsal recording,,,Aufzeichnung Probe,,enregistrement de répétition,,,,
155,http://vocab.performing-arts.ch/rgdcf,http://vocab.performing-arts.ch/rg,False,Work,,,,,documentary film,,,Dokumentarfilm,,film documentaire,,,,
156,http://vocab.performing-arts.ch/rgint,http://vocab.performing-arts.ch/rg,False,Work,,,,,interview,,,Interview,,interview,,,,
157,http://vocab.performing-arts.ch/rgprt,http://vocab.performing-arts.ch/rg,False,Work,,,,,portrait,,,Porträt,,portrait,,,,
158,http://vocab.performing-arts.ch/rgedu,http://vocab.performing-arts.ch/rg,False,Work,,,,,educational film,,,Lehrfilm,,film pédagogique,,,,
159,http://vocab.performing-arts.ch/rgcmp,http://vocab.performing-arts.ch/rg,False,Work,,,,,compilation,,,Sammelband,,recueil,,,,
160,http://vocab.performing-arts.ch/rgdnf,http://vocab.performing-arts.ch/rg,False,Work,,,,,dance film,,,Tanzfilm,,film de danse,,,,
161,http://vocab.performing-arts.ch/rgvdd,http://vocab.performing-arts.ch/rg,False,Work,,,,,video dance,,,Videotanz,,vidéo de danse,,,,
162,http://vocab.performing-arts.ch/rgcmt,http://vocab.performing-arts.ch/rg,False,Work,,,,,commercial trailer,,,Werbetrailer,,film publicitaire,,,,
163,http://vocab.performing-arts.ch/rgprv,http://vocab.performing-arts.ch/rg,False,Work,,,,,private recording,,,Aufnahme aus privatem Umfeld,,,,,,
164,http://vocab.performing-arts.ch/dw,,True,Object,crm:E22_Man-Made_Object,crm:P2_has_type,,,object type,,,,,,,,,
165,http://vocab.performing-arts.ch/dwmkn,http://vocab.performing-arts.ch/dw,False,Object,,,,,venue,,,Bühne,,étape,,palco,palcoscenico,
166,http://vocab.performing-arts.ch/dwelq,http://vocab.performing-arts.ch/dw,False,Object,,,,,item,,,Objekt,,objet,,oggetto,,
167,http://vocab.performing-arts.ch/eo,,True,Object,crm:E62_String,crm:P2_has_type,,,note type,,,,,,,,,
168,http://vocab.performing-arts.ch/eoept,http://vocab.performing-arts.ch/eo,False,Object,,,,,description,,,Beschreibung,,description,,descrizione,,
169,http://vocab.performing-arts.ch/eonvd,http://vocab.performing-arts.ch/eo,False,Object,,,,,public note,,,öffentliche Anmerkung,,note publique,,nota pubblica,,
170,http://vocab.performing-arts.ch/eokdx,http://vocab.performing-arts.ch/eo,False,Object,,,,,internal note,,,interner Anmerkung,,note interne,,nota interna,,
171,http://vocab.performing-arts.ch/cn,,True,Object,rico:RecordRecourse,rico:hasContentOfType,,,content type,,,,,,,,,
172,http://vocab.performing-arts.ch/cn,http://vocab.performing-arts.ch/cn,False,Object,,,,,,,,,,,,,,
173,http://vocab.performing-arts.ch/df,,True,Object,rico:Record; rico:RecordPart,rico:hasDocumentaryFormType,,,documentary form,,,Formen der Dokumentation,,forme documentaire,,forma documentaria,,
174,http://vocab.performing-arts.ch/dflvv,http://vocab.performing-arts.ch/df,False,Object,,,aat:300026031,,document genre,,,Dokumentgattungen,,genre de document,,tipo di documento,,
175,http://vocab.performing-arts.ch/dfhdo,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300417623,,dance notation,,,Notation,,notation,,notazione della danza,,
176,http://vocab.performing-arts.ch/dfmyd,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300028037,,personal paper,,,persönliche Dokumente ?,,document personnel,,documento personale,,
177,http://vocab.performing-arts.ch/dfwox,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300026877,,correspondence,,,Korrespondenz,,correspondance,,corrispondenza,,
178,http://vocab.performing-arts.ch/dfzpy,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300027200,,note,,,Notiz,,note,,annotazione,,
179,http://vocab.performing-arts.ch/dfyfs,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300027112,,diary,,,Tagebuch,,agenda,,diario,,
180,http://vocab.performing-arts.ch/dfowt,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300027568,,invoice,,,Rechnung,,facture,,fattura,,
181,http://vocab.performing-arts.ch/dfbok,http://vocab.performing-arts.ch/dflvv,False,Object,,,,,book,,,Buch,,livre,,libro,,
182,http://vocab.performing-arts.ch/dfjnl,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300215390,,journal,newspaper,,Zeitschrift,Zeuting,journal,,,,
183,http://vocab.performing-arts.ch/dffop,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300026867,,clipping,,,Zeitungsartikel,,article de presse,,articolo di giornale,,
184,http://vocab.performing-arts.ch/dfblx,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300249572,,promotional material,,,Promotionsmaterial,,matériel promotionnel,,materiale promozionale,,
185,http://vocab.performing-arts.ch/dfqot,http://vocab.performing-arts.ch/df,False,Object,,,aat:300027221,,poster,,,Plakat,,affiche,,manifesto,poster; locandina,
186,http://vocab.performing-arts.ch/dfzcy,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,institutional poster,,,Hausplakat,,affiche institutionnelle,,poster istituzionale,,
187,http://vocab.performing-arts.ch/dfjoa,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,production poster,,,Stückplakat,,affiche de la production,,poster di produzione,,
188,http://vocab.performing-arts.ch/dffvd,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,schedule poster,,,Spielplanplakat,,affiche du calendrier,,cartellone,,
189,http://vocab.performing-arts.ch/dfszq,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,program poster,,,Programmplakat,,affiche du programme,,poster del programma,,
190,http://vocab.performing-arts.ch/dfemz,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,season poster,,,Saisonplakat,,affiche de la saison,,poster stagionale,,
191,http://vocab.performing-arts.ch/dfnrv,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,event poster,lecture poster,,Veranstaltungsplakat,Vortragsplakat,affiche de manifestation,,poster dell'evento,,
192,http://vocab.performing-arts.ch/dftws,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,festival poster,,,Festivalplakat,,affiche de festival,,Poster del festival,,
193,http://vocab.performing-arts.ch/dfcbi,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,circus poster,,,Zirkusplakat,,affiche de cirque,,Poster del circo,,
194,http://vocab.performing-arts.ch/dfmzh,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,fim poster,,,Filmplakat,,affiche de film,,Poster del film,,
195,http://vocab.performing-arts.ch/dffci,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,course poster,,,Kursplakat,,affiche de cours,,Poster del corso,,
196,http://vocab.performing-arts.ch/dfeov,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,art poster,,,Kunstplakat,,affiche d'art,,Poster artistico,,
197,http://vocab.performing-arts.ch/dfhmi,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,concert poster,,,Konzertplakat,,affiche de concert,,Poster del concerto,,
198,http://vocab.performing-arts.ch/dfhwk,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,exhibition poster,,,Ausstellungsplakat,,affiche d'exposition,,Poster della mostra,,
199,http://vocab.performing-arts.ch/dfdui,http://vocab.performing-arts.ch/df,False,Object,,,aat:300046300,,photograph,,,Fotografie,,photographie,,fotografia,,
200,http://vocab.performing-arts.ch/dfrsp,http://vocab.performing-arts.ch/dfdui,False,Object,,,aat:300127173,,negative,,,Negativ (Foto-Negativ),,négatif,,negativo,,
201,http://vocab.performing-arts.ch/dfqrl,http://vocab.performing-arts.ch/dfdui,False,Object,,,aat:300138191,,positive,,,Positiv (Foto-Positiv),,positif,,positivo,,
202,http://vocab.performing-arts.ch/dfdia,http://vocab.performing-arts.ch/dfdui,False,Object,,,aat:300128371,,slide,,,Dia,,diapositive,,,,
203,http://vocab.performing-arts.ch/dfctp,http://vocab.performing-arts.ch/dfqrl,False,Object,,,aat:300127183,,contact sheet,,,Kontaktabzug,,planche-contact,,,,
204,http://vocab.performing-arts.ch/dfeip,http://vocab.performing-arts.ch/df,False,Object,,,,,design,,,Entwurf,,Projet,,progetto,bozza; schizzo,
205,http://vocab.performing-arts.ch/dfrsu,http://vocab.performing-arts.ch/dfeip,False,Object,,,aat:300054190,,stage set design,scenography,,Bühnenbildentwurf,,projet de décor,,scenografia (bozza),,
206,http://vocab.performing-arts.ch/dfecs,http://vocab.performing-arts.ch/dfeip,False,Object,,,aat:300163423,,costume design,,,Kostümentwurf,,projet de costume,,costumi (bozze),,
207,http://vocab.performing-arts.ch/dfrwd,http://vocab.performing-arts.ch/df,False,Object,,,aat:300185711,,object,,,,,objet,,oggetto,,
208,http://vocab.performing-arts.ch/dftng,http://vocab.performing-arts.ch/dfrwd,False,Object,,,,,costume,,,Kostüm,,costume,,costume,,
209,http://vocab.performing-arts.ch/dfvjf,http://vocab.performing-arts.ch/dfrwd,False,Object,,,aat:300251645,,stage accessorie,,,Requisiten (Bühnenzubehör?),,accessoire de scène,,accessorio di scena,,
210,http://vocab.performing-arts.ch/dfuuh,http://vocab.performing-arts.ch/dfrwd,False,Object,,,,,stage model,,,Bühnenbildmodell,,maquette,maquette construite de scène,modello di scenografia,,
211,http://vocab.performing-arts.ch/dfsze,http://vocab.performing-arts.ch/dfrwd,False,Object,,,,,personal object,,,,,object personnel,,oggetto personale,,
212,http://vocab.performing-arts.ch/dfaur,http://vocab.performing-arts.ch/df,False,Object,,,,,audio recording,,,Audioaufnahme,,enregistrement audio,,registrazione audio,,
213,http://vocab.performing-arts.ch/dfwrq,http://vocab.performing-arts.ch/df,False,Object,,,,,film or video recording,,,Film- oder Videoaufzeichnung,,enregistrement film ou vidéo,,registrazione cinematografica o video,,
214,http://vocab.performing-arts.ch/dftvr,http://vocab.performing-arts.ch/dfwrq,False,Object,,,,,tv recording,,,Fernsehaufzeichnung,,enregistrement télévisuel,,registrazione televisiva,,
215,http://vocab.performing-arts.ch/dfpmd,http://vocab.performing-arts.ch/dfwrq,False,Object,,,,,purchase medium,,,purchase medium,,,,,,
216,http://vocab.performing-arts.ch/dfdzo,http://vocab.performing-arts.ch/df,False,Object,,,aat:300015617,,sketch,,,Skizze,,esquisse,,schizzo,bozzetto,
217,http://vocab.performing-arts.ch/dfjdc,http://vocab.performing-arts.ch/df,False,Object,,,aat:300033973,,drawing,,,Zeichnung,,dessin,,disegno,,
218,http://vocab.performing-arts.ch/dfkoy,http://vocab.performing-arts.ch/df,False,Object,,,aat:300033618,,painting,,,Gemälde,,peinture,,pittura,,
219,http://vocab.performing-arts.ch/dfpwk,http://vocab.performing-arts.ch/dfkoy,False,Object,,,aat:300181918,,acrylic painting,,,Acrylgemälde,,peinture acrylique,,pittura acrilica,,
220,http://vocab.performing-arts.ch/dfgei,http://vocab.performing-arts.ch/dfkoy,False,Object,,,aat:300033799,,oil painting,,,Ölgemälde,,peinture à l'huile,,pittura a olio,,
221,http://vocab.performing-arts.ch/dfoff,http://vocab.performing-arts.ch/dfkoy,False,Object,,,aat:300078925,,watercolor,,,Aquarell,,aquarelle,,acquarello,,
222,http://vocab.performing-arts.ch/dfdvh,http://vocab.performing-arts.ch/df,False,Object,,,,,miscellaneous,,,Diverses,,diverses,,varie,,
223,http://vocab.performing-arts.ch/rt,,True,Object,rico:Instantiation,rico:hasRepresentationType,,,representation type,,,,,,,,,
224,http://vocab.performing-arts.ch/rttx,http://vocab.performing-arts.ch/rt,False,Object,,,,,textual,,,,,,,,,
225,http://vocab.performing-arts.ch/rtvs,http://vocab.performing-arts.ch/rt,False,Object,,,,,visual,,,,,,,,,
226,http://vocab.performing-arts.ch/rtac,http://vocab.performing-arts.ch/rt,False,Object,,,,,acoustic,,,,,,,,,
227,http://vocab.performing-arts.ch/rtsp,http://vocab.performing-arts.ch/rt,False,Object,,,,,spatial,,,,,,,,,
228,http://vocab.performing-arts.ch/rtmi,http://vocab.performing-arts.ch/rt,False,Object,,,,,moving image,,,,,,,,,
229,http://vocab.performing-arts.ch/st,,True,Object,rico:RecordResourceState,rico:hasRecordResourceState,,,record resource state,,,,,,,,,
230,http://vocab.performing-arts.ch/stpps,http://vocab.performing-arts.ch/st,False,Object,,,,,photographic print state,,,,,,,,,
231,http://vocab.performing-arts.ch/stvtp,http://vocab.performing-arts.ch/stpps,False,Object,,,aat:300136578,"""Photographic prints made by the original photographer or soon after the picture was taken, that is, of the same historical vintage as the original."" (AAT)",vintage print,,,Original,,original,,,,
232,http://vocab.performing-arts.ch/stvps,http://vocab.performing-arts.ch/stvtp,False,Object,,,,,"vintage print, signed",,,"Original, signiert",,"original, signé",,,,
233,http://vocab.performing-arts.ch/stvpd,http://vocab.performing-arts.ch/stvps,False,Object,,,,,"vintage print, signed, dated",,,"Original, signiert, datiert",,"original, signé, daté",,,,
234,http://vocab.performing-arts.ch/stwkp,http://vocab.performing-arts.ch/stpps,False,Object,,,aat:300189331,"""Photographic prints made for examination and reference, such as those done before an edition is produced."" (AAT)",work print,,,Arbeitskopie,,tirage de travail,,,,
235,http://vocab.performing-arts.ch/stltp,http://vocab.performing-arts.ch/stpps,False,Object,,,aat:300189480,"""Photographic prints made much later than the negative and usually not by the original photographer."" (AAT)",later print,,,moderner Abzug,,tirage moderne,,,,
236,http://vocab.performing-arts.ch/as,,True,Object,rico:Instantiation; premis:Representation,,,,preservation state,,,,,Statut de l'archive,,,,
237,http://vocab.performing-arts.ch/asarm,http://vocab.performing-arts.ch/as,False,Object,,,,,archival master,,,Archivmaster,,master archive,,,,
238,http://vocab.performing-arts.ch/asprc,http://vocab.performing-arts.ch/as,False,Object,,,,,preservation copy,,,Sicherungskopie,,copie de sauvegarde,,,,
239,http://vocab.performing-arts.ch/aspcp,http://vocab.performing-arts.ch/asprc,False,Object,,,,,preservation copy physical,,,Sicherungskopie physisch,,copie de sauvegarde physique,,,,
240,http://vocab.performing-arts.ch/aspcd,http://vocab.performing-arts.ch/asprc,False,Object,,,,,preservation copy digital,,,Sicherungskopie digital,,copie de sauvegarde numérique,,,,
241,http://vocab.performing-arts.ch/asdsp,http://vocab.performing-arts.ch/as,False,Object,,,,,dissemination copy,,,Sichtungskopie,,copie de diffusion,,,,
242,http://vocab.performing-arts.ch/asdcp,http://vocab.performing-arts.ch/asdsp,False,Object,,,,,dissemination copy physical,,,Sichtungskopie physisch,,copie de diffusion physique,,,,
243,http://vocab.performing-arts.ch/asdcd,http://vocab.performing-arts.ch/asdsp,False,Object,,,,,dissemination copy digital,,,Sichtungskopie digital,,copie de diffusion numérique,,,,
244,http://vocab.performing-arts.ch/cd,,True,Object,rico:Instantiation; premis:Representation,,,,condition,,,Zustand,,,,,,
245,http://vocab.performing-arts.ch/cdict,http://vocab.performing-arts.ch/cd,False,Object,,,,,intact,,,intakt,,intact,,,,
246,http://vocab.performing-arts.ch/cdldg,http://vocab.performing-arts.ch/cd,False,Object,,,,,lightly damaged,,,leicht beschädigt,,légèrement endommagé,,,,
247,http://vocab.performing-arts.ch/cdsdg,http://vocab.performing-arts.ch/cd,False,Object,,,,,strongly damaged,,,stark beschädigt,,très dégradé,,,,
248,http://vocab.performing-arts.ch/cdunk,http://vocab.performing-arts.ch/cd,False,Object,,,,,unknown,,,unbekannt,,inconnu,,,,
249,http://vocab.performing-arts.ch/fr,,True,Object,rico:Instantation,rico:hasProductionTechniqueType,,,production technique,,,Produktionstechnik,,,,produzione tecnica,,
250,http://vocab.performing-arts.ch/frgzf,http://vocab.performing-arts.ch/fr,False,Object,,,aat:300041273; rdapm:1010,,print,,,Druck,,gravure,estampe,stampa,impressione,
251,http://vocab.performing-arts.ch/frabo,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300041567,,original print?,,,Original,,original,,originale,,
252,http://vocab.performing-arts.ch/friyp,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300178926,,letterpress,,,Buchdruck,,impression en relief typographique,,stampa tipografica,,
253,http://vocab.performing-arts.ch/fracn,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300041338,,intaglio print,,,Tiefdruck,,gravure en creux,,incisione,,
254,http://vocab.performing-arts.ch/fragx,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300041393,,linocut,,,Linolschnitt,,linogravure,,linoleografia,,
255,http://vocab.performing-arts.ch/frbbo,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300041379; rdapm:1007,,lithography,,,Lithografie,Steindruck,lithographie,,litografia,,
256,http://vocab.performing-arts.ch/frhoj,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300053279,,offset-printed,,,Offsetdruck,,impression offset,,stampa offset,,
257,http://vocab.performing-arts.ch/frcbt,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300178688,,screen print,serigraph,,Siebdruck,,sérigraphie,,serigrafia,,
258,http://vocab.performing-arts.ch/frhui,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300312222,,digital print,laser printing?,,Digitaldruck,,impression numérique,,stampa digitale,,
259,http://vocab.performing-arts.ch/frkub,http://vocab.performing-arts.ch/frhui,False,Object,,,aat:300265621,,inkjet print,,,Tintenstrahldruck,,impression jet d'encre,,stampa a inchiostro,,
260,http://vocab.performing-arts.ch/frbyr,http://vocab.performing-arts.ch/fr,False,Object,,,,,photography,,,Fotografie,,photographie,,fotografia,,
261,http://vocab.performing-arts.ch/frvrj,http://vocab.performing-arts.ch/frbyr,False,Object,,,aat:300133322,,heliography,Niépceotype; bitumen process,,Heliografie,,héliographie,,eliografia,,
262,http://vocab.performing-arts.ch/frbvo,http://vocab.performing-arts.ch/fr,False,Object,,,aat:300154355; rdapm:1003,,collotype,,,Lichtdruck,Kollotypie,collotypie,phototypie,collotipia,,
263,http://vocab.performing-arts.ch/froqj,http://vocab.performing-arts.ch/fr,False,Object,,,aat:300136847; rdapm:1008,,photocopy,,,Fotokopie,,photocopie,,fotocopia,,
264,http://vocab.performing-arts.ch/zj,,True,Object,crm:E22_Man-Made_Object,crm:P45_consists_of,,,material,,,,,,,,,
265,http://vocab.performing-arts.ch/zjkjx,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300011914; rdamat:1045,,wood,,,Holz,,bois,,legno,,
266,http://vocab.performing-arts.ch/zjajf,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300014109; rdamat:1025,,paper,,,Papier,,papier,,carta,,
267,http://vocab.performing-arts.ch/zjagy,http://vocab.performing-arts.ch/zjajf,False,Object,,,aat:300014224; rdamat:1006,,cardboard,,,Karton,,carton,,cartone,,
268,http://vocab.performing-arts.ch/zjyky,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300231565; rdamat:1039,,textile,,,Faserstoff,Textil; Gewebe,textile,,tessuto,,
269,http://vocab.performing-arts.ch/zjjpx,http://vocab.performing-arts.ch/zjyky,False,Object,,,aat:300014067,,cotton,,,Baumwolle,,coton,,cotone,,
270,http://vocab.performing-arts.ch/zjsuw,http://vocab.performing-arts.ch/zjyky,False,Object,,,aat:300243428,,silk,,,Seide,,soie,,seta,,
271,http://vocab.performing-arts.ch/zjdyt,http://vocab.performing-arts.ch/zjyky,False,Object,,,aat:300133711,,velvet,,,Samt,,velours,,velluto,,
272,http://vocab.performing-arts.ch/zjvpd,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300011845; rdamat:1020,,leather,,,Leder,,cuir,,cuoio,pelle,
273,http://vocab.performing-arts.ch/zjwcj,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300010900; rdamat:1022,,metal,,,Metall,,métal,,metallo,,
274,http://vocab.performing-arts.ch/zjujz,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300010797; rdamat:1012,,glass,,,Glas,,verre,,vetro,,
275,http://vocab.performing-arts.ch/zjjoe,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300014570; rdamat:1029,"""A general term for any of a large and varied class of natural or synthetic organic materials that can be molded, extruded, or cast when soft or liquid, and then set into a rigid or slightly elastic form. Natural plastics include tree resins, beeswax, gutta-percha, horn, and clay. Synthetic plastics were first made in the 19th century. Plastics are used widely in manufacturing."" (AAT)",plastic,,,Plastik,,plastique,,plastica,,
276,http://vocab.performing-arts.ch/zjsyn,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300218678; rdamat:1037,"""""A material that is created by processing man-made materials, usually as a substitute for a natural material."" (RDA Material)",synthetic,,,Kunststoff,,matière synthétique,,sintetico,,
277,http://vocab.performing-arts.ch/zjtdg,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300011827,,pearls,,,Perlen,,perles,,perle,,
278,http://vocab.performing-arts.ch/fv,,True,Object,rico:Instantation,rico:hasCarrierType,,,carrier type,storage medium,,,,,,,,
279,http://vocab.performing-arts.ch/fvajf,http://vocab.performing-arts.ch/fv,False,Object,,,aat:300014109,,paper,,,Papier,,papier,,carta,,
280,http://vocab.performing-arts.ch/fvukd,http://vocab.performing-arts.ch/fvajf,False,Object,,,aat:300026816,,postcard,,,Postkarte,,carte postale,,cartolina,,
281,http://vocab.performing-arts.ch/fvese,http://vocab.performing-arts.ch/fv,False,Object,,,aat:300046300,,photographic image,,,Fotografie,,photographie,,fotografia,,
282,http://vocab.performing-arts.ch/fvbrm,http://vocab.performing-arts.ch/fvese,False,Object,,,aat:300127173,,photo negative,,,Fotonegative,,négatif,,negativo (foto),,
283,http://vocab.performing-arts.ch/fvuut,http://vocab.performing-arts.ch/fvese,False,Object,,,aat:300138191,,photo positive,,,Fotopositiv,,positif,,positivo (foto),,
284,http://vocab.performing-arts.ch/fvdex,http://vocab.performing-arts.ch/fvuut,False,Object,,,aat:300127104,,photographic print,,,Abzug (Fotografie),,tirage,,stampa fotografica,,
285,http://vocab.performing-arts.ch/fvlfo,http://vocab.performing-arts.ch/fvdex,False,Object,,,,,proof glued on cardboard,,,Proof auf Karton geklebt,,epreuve collée sur carton,,,,
286,http://vocab.performing-arts.ch/fvekd,http://vocab.performing-arts.ch/fvdex,False,Object,,,,,photographic print on paper,,,Papierabzug,,epreuve sur papier,,,,
287,http://vocab.performing-arts.ch/fvmoi,http://vocab.performing-arts.ch/fvuut,False,Object,,,aat:300128371,,slide,,,Diapositiv,Dia,diapositive,,diapositiva,,
288,http://vocab.performing-arts.ch/fvwry,http://vocab.performing-arts.ch/fvuut,False,Object,,,aat:300127169,,contact print,,,Kontaktabzug,,planche-contact,,stampa a contatto,,
289,http://vocab.performing-arts.ch/fvzfk,http://vocab.performing-arts.ch/fv,False,Object,,,aat:300014637,,film,,,Film,,film,,pellicola,,
290,http://vocab.performing-arts.ch/fvpso,http://vocab.performing-arts.ch/fvzfk,False,Object,,,,,8mm format,,,8mm Format,,format 8mm,,formato 8mm,,
291,http://vocab.performing-arts.ch/fvqow,http://vocab.performing-arts.ch/fvpso,False,Object,,,aat:300263859,,8mm,,,8mm,Normal-8,8mm,,8mm,8 millimetri,
292,http://vocab.performing-arts.ch/fvmrk,http://vocab.performing-arts.ch/fvpso,False,Object,,,aat:300263860,,Super 8,,,Super 8,,Super 8,,Super 8,,
293,http://vocab.performing-arts.ch/fvhcu,http://vocab.performing-arts.ch/fvzfk,False,Object,,,,,16mm format,,,16mm Format,,format 16mm,,formato 16mm,,
294,http://vocab.performing-arts.ch/fvvyd,http://vocab.performing-arts.ch/fvhcu,False,Object,,,aat:300263815,,16mm,,,16mm,,16mm,,16mm,16 millimetri,
295,http://vocab.performing-arts.ch/fvhhx,http://vocab.performing-arts.ch/fvhcu,False,Object,,,aat:300264669,,Super 16mm,,,Super 16mm,,Super 16mm,,Super16mm,,
296,http://vocab.performing-arts.ch/fvmdu,http://vocab.performing-arts.ch/fvzfk,False,Object,,,aat:300263816,,35mm,,,35mm,,35mm,,35mm,35 millimetri,
297,http://vocab.performing-arts.ch/fvgye,http://vocab.performing-arts.ch/fv,False,Object,,,aat:300028643,,phonograph record,,,Schallplatte,,disque (phonographique),,disco ,vinile,
298,http://vocab.performing-arts.ch/fvmql,http://vocab.performing-arts.ch/fvgye,False,Object,,,aat:300265800,,45 rpm record,,,,,disque 45 tours,,45 giri,,
299,http://vocab.performing-arts.ch/fvrpy,http://vocab.performing-arts.ch/fvgye,False,Object,,,aat:300265790,,78 rpm record,,,,,disque 78 tours,,78 giri,,
300,http://vocab.performing-arts.ch/fvyxa,http://vocab.performing-arts.ch/fvgye,False,Object,,,aat:300265802,,long-playing record,,,,,disque 33 tours,,33 giri,LP,
301,http://vocab.performing-arts.ch/fvdie,http://vocab.performing-arts.ch/fv,False,Object,,,,,magnetic disc,,,,,disque magnétique,,disco magnetico,,
302,http://vocab.performing-arts.ch/fvkmy,http://vocab.performing-arts.ch/fvdie,False,Object,,,aat:300028553,,floppy disk,,,,,disquette,,floppy disk,,
303,http://vocab.performing-arts.ch/fvhcz,http://vocab.performing-arts.ch/fvkmy,False,Object,,,,,"8"" floppy",,,,,disquette 8 pouces,,floppy disk 8 pollici,,
304,http://vocab.performing-arts.ch/fvulp,http://vocab.performing-arts.ch/fvkmy,False,Object,,,,,"5""1/4 floppy",,,,,mini-disquette de 5 pouces un quart,,floppy disk 5 1/4 pollici,,
305,http://vocab.performing-arts.ch/fvlyj,http://vocab.performing-arts.ch/fvkmy,False,Object,,,,,"3""1/2 floppy",,,,,disquette 3 pouces et demi,,floppy disk 3 1/2 pollici,,
306,http://vocab.performing-arts.ch/fvhuq,http://vocab.performing-arts.ch/fvdie,False,Object,,,,,MiniDisc,,,,,MiniDisc,,MiniDisc,MD,
307,http://vocab.performing-arts.ch/fvodj,http://vocab.performing-arts.ch/fv,False,Object,,,,,magnetic tape,,,Magnetband,,bande magnétique,,banda magnetica,,
308,http://vocab.performing-arts.ch/fvtfa,http://vocab.performing-arts.ch/fvodj,False,Object,,,aat:300417312,,open reel audiotape,,,Open Reel Audio Tape,,bande audio sur bobine,,registrazione a bobina aperta,,
